54s-00u,886754,778478,47072
54s-10u,940582,501131,270591
54s-10s,934342,504307,273655
54s-11u,864606,808991,38707
54s-20u,925879,504755,281670
54s-20s,919192,508241,284871
54s-21u,902550,528516,281238
54s-21s,895717,531836,284751
54s-22u,847787,832982,31535
54s-30u,916199,499068,297037
54s-30s,909216,502656,300432
54s-31u,892870,522829,296605
54s-31s,885741,526251,300312
54s-32u,873514,542504,296286
54s-32s,866334,545778,300192
54s-33u,831681,855096,25527
54s-40u,690162,337683,684459
54s-40s,668142,411656,632506
54s-41u,658352,371892,682060
54s-41s,639099,442814,630391
54s-42u,627605,386120,698579
54s-42s,611020,455732,645552
54s-43u,596837,394621,720846
54s-43s,582913,463449,665942
54s-44u,651848,1012155,48301
54s-50u,651359,337716,723229
54s-50s,631772,411690,668842
54s-51u,621250,352346,738708
54s-51s,604321,424944,683039
54s-52u,591180,361100,760024
54s-52s,576862,432892,702550
54s-53u,561321,368701,782282
54s-53s,549598,439793,722913
54s-54u,122546,37151,1552607
54s-54s,122546,122546,1467212
55u-00u,1400460,286124,25720
55u-10u,1472996,213850,25458
55u-10s,1400868,287311,24125
55u-11u,1392348,294488,25468
55u-20u,1463241,223731,25332
55u-20s,1391789,296498,24017
55u-21u,1448625,238441,25238
55u-21s,1377798,310579,23927
55u-22u,1390782,296306,25216
55u-30u,1459707,227391,25206
55u-30s,1388456,299939,23909
55u-31u,1445091,242101,25112
55u-31s,1374465,314020,23819
55u-32u,1435112,252174,25018
55u-32s,1364862,323713,23729
55u-33u,1390208,297132,24964
55u-40u,1496042,191750,24512
55u-40s,1422392,266662,23250
55u-41u,1481426,206460,24418
55u-41s,1408401,280743,23160
55u-42u,1471447,216533,24324
55u-42s,1398798,290436,23070
55u-43u,1462217,225857,24230
55u-43s,1389907,299417,22980
55u-44u,1397678,290420,24206
55u-50u,1566600,66167,79537
55u-50s,1472376,165938,73990
55u-51u,1535537,99205,77562
55u-51s,1443753,196113,72438
55u-52u,1504516,132201,75587
55u-52s,1415130,226288,70886
55u-53u,1473640,165196,73468
55u-53s,1386642,256463,69199
55u-54u,1451431,190546,70327
55u-54s,1366052,279711,66541
55u-55u,37184,37184,1637936
60u-00u,530268,1111651,70385
60u-10u,563336,432783,716185
60u-10s,548122,489001,675181
60u-11u,510052,1157535,44717
60u-20u,554906,441430,715968
60u-20s,540182,497132,674990
60u-21u,674624,711396,326284
60u-21s,656072,755042,301190
60u-22u,495904,1179388,37012
60u-30u,547001,444034,721269
60u-30s,532740,499639,679925
60u-31u,666231,719989,326084
60u-31s,648240,763047,301017
60u-32u,639990,746584,325730
60u-32s,622991,788442,300871
60u-33u,482194,1199855,30255
60u-40u,546150,417674,748480
60u-40s,532379,474941,704984
60u-41u,681834,700531,329939
60u-41s,662476,745310,304518
60u-42u,655593,727126,329585
60u-42s,637227,770705,304372
60u-43u,629460,753529,329315
60u-43s,612086,795992,304226
60u-44u,472771,1215495,24038
60u-50u,546885,390472,774947
60u-50s,533455,449466,729383
60u-51u,687974,688985,335345
60u-51s,667924,734926,309454
60u-52u,661733,715580,334991
60u-52s,642675,760321,309308
60u-53u,635600,741983,334721
60u-53s,617534,785608,309162
60u-54u,609726,768739,333839
60u-54s,592356,811575,308373
60u-55u,457744,1235091,19469
60u-60u,12667,12667,1686970
60s-00u,597477,1048648,66179
60s-10u,615134,421989,675181
60s-10s,599972,489200,623132
60s-11u,568342,1101561,42401
60s-20u,607194,430120,674990
60s-20s,592799,496702,622803
60s-21u,730866,680570,300868
60s-21s,718344,689266,304694
60s-22u,555117,1122029,35158
60s-30u,599752,432627,679925
60s-30s,586043,499093,627168
60s-31u,723076,688533,300695
60s-31s,710357,697427,304520
60s-32u,697793,714170,300341
60s-32s,684554,723377,304373
60s-33u,542312,1141183,28809
60s-40u,599148,408172,704984
60s-40s,585449,476835,650020
60s-41u,738088,670020,304196
60s-41s,725773,678465,308066
60s-42u,712805,695657,303842
60s-42s,699970,704415,307919
60s-43u,687621,721111,303572
60s-43s,674275,730257,307772
60s-44u,533250,1156102,22952
60s-50u,600024,382897,729383
60s-50s,586256,453809,672239
60s-51u,744322,658850,309132
60s-51s,731986,667227,313091
60s-52u,719039,684487,308778
60s-52s,706183,693177,312944
60s-53u,693855,709941,308508
60s-53s,680488,719019,312797
60s-54u,669174,735479,307651
60s-54s,655009,745317,311978
60s-55u,519156,1174495,18653
60s-60u,122557,36439,1553308
60s-60s,122557,122557,1467190
61u-00u,773163,894304,44837
61u-10u,571469,407240,733595
61u-10s,553637,475672,682995
61u-11u,525394,1125345,61565
61u-20u,744300,626150,341854
61u-20s,711685,685531,315088
61u-21u,552099,462721,697484
61u-21s,537355,516911,658038
61u-22u,495726,1179566,37012
61u-30u,736285,629271,346748
61u-30s,704243,688502,319559
61u-31u,543819,471218,697267
61u-31s,529523,524934,657847
61u-32u,625758,740164,346382
61u-32s,610552,782351,319401
61u-33u,482016,1200033,30255
61u-40u,756422,604289,351593
61u-40s,722816,665528,323960
61u-41u,542968,445833,723503
61u-41s,529161,501137,682006
61u-42u,641361,719716,351227
61u-42s,624830,763672,323802
61u-43u,615228,746119,350957
61u-43s,599689,788959,323656
61u-44u,473584,1214682,24038
61u-50u,770573,584732,356999
61u-50s,735928,647480,328896
61u-51u,543703,418631,749970
61u-51s,530237,475662,706405
61u-52u,652286,703385,356633
61u-52s,634853,748713,328738
61u-53u,626153,729788,356363
61u-53s,609712,774000,328592
61u-54u,607112,755795,349397
61u-54s,590790,799255,322259
61u-55u,465061,1227774,19469
61u-60u,463818,363377,885109
61u-60s,455600,431507,825197
61u-61u,12667,12667,1686970
61s-00u,809103,860358,42843
61s-10u,620327,408982,682995
61s-10s,604949,476411,630944
61s-11u,592605,1061854,57845
61s-20u,786000,610894,315410
61s-20s,777067,616128,319109
61s-21u,604288,449978,658038
61s-21s,590055,514621,607628
61s-22u,554985,1122161,35158
61s-30u,778559,613864,319881
61s-30s,769474,619182,323648
61s-31u,596499,457958,657847
61s-31s,582981,521967,607356
61s-32u,684076,709035,319193
61s-32s,671533,717282,323489
61s-33u,542181,1141314,28809
61s-40u,797865,590157,324282
61s-40s,789433,594762,328109
61s-41u,595895,434403,682006
61s-41s,582387,500519,629398
61s-42u,699046,689664,323594
61s-42s,686950,697404,327950
61s-43u,673862,715118,323324
61s-43s,661255,723246,327803
61s-44u,534019,1155333,22952
61s-50u,811483,571603,329218
61s-50s,803554,575616,333134
61s-51u,596771,409128,706405
61s-51s,583194,477493,651617
61s-52u,709575,674199,328530
61s-52s,697819,681510,332975
61s-53u,684391,699653,328260
61s-53s,672124,707352,332828
61s-54u,665966,724479,321859
61s-54s,652999,732924,326381
61s-55u,525817,1167834,18653
61s-60u,529582,357525,825197
61s-60s,519945,429452,762907
61s-61u,122557,36761,1552986
61s-61s,122557,122557,1467190
62u-00u,794314,873554,44436
62u-10u,833341,552880,326083
62u-10s,795460,616201,300643
62u-11u,790810,884186,37308
62u-20u,589167,402118,721019
62u-20s,569882,470766,671656
62u-21u,587763,404416,720125
62u-21s,568278,473264,670762
62u-22u,540495,1112347,59462
62u-30u,758682,607228,346394
62u-30s,725799,667300,319205
62u-31u,737040,628882,346382
62u-31s,705758,687353,319193
62u-32u,539795,471395,701114
62u-32s,525466,524900,661938
62u-33u,496251,1185892,30161
62u-40u,778927,582138,351239
62u-40s,744480,644218,323606
62u-41u,756537,604540,351227
62u-41s,723768,664942,323594
62u-42u,539052,445902,727350
62u-42s,525212,500995,686097
62u-43u,640693,720771,350840
62u-43s,624782,764185,323337
62u-44u,487819,1200541,23944
62u-50u,793078,562581,356645
62u-50s,757592,626170,328542
62u-51u,770688,584983,356633
62u-51s,736880,646894,328530
62u-52u,539787,418700,753817
62u-52s,526288,475520,710496
62u-53u,651618,704440,356246
62u-53s,634805,749226,328273
62u-54u,632577,730447,349280
62u-54s,615883,774481,321940
62u-55u,479297,1213632,19375
62u-60u,496613,358169,857522
62u-60s,486107,426515,799682
62u-61u,496613,360467,855224
62u-61s,486064,428856,797384
62u-62u,12667,12667,1686970
62s-00u,828422,841212,42670
62s-10u,871051,540063,301190
62s-10s,864034,543576,304694
62s-11u,825134,851518,35652
62s-20u,636406,404242,671656
62s-20s,619607,472141,620556
62s-21u,635002,406540,670762
62s-21s,618302,474319,619683
62s-22u,605959,1050420,55925
62s-30u,799801,592768,319735
62s-30s,791200,597603,323501
62s-31u,779078,613825,319401
62s-31s,769948,618867,323489
62s-32u,592233,458133,661938
62s-32s,579065,521941,611298
62s-33u,555836,1127749,28719
62s-40u,819215,568953,324136
62s-40s,811267,573075,327962
62s-41u,797780,590722,323802
62s-41s,789289,595065,327950
62s-42u,591737,434470,686097
62s-42s,578570,500384,633350
62s-43u,698021,691070,323213
62s-43s,686287,698334,327683
62s-44u,547674,1141768,22862
62s-50u,832833,550399,329072
62s-50s,825388,553929,332987
62s-51u,811398,572168,328738
62s-51s,803410,575919,332975
62s-52u,592613,409195,710496
62s-52s,579377,477358,655569
62s-53u,708550,675605,328149
62s-53s,697156,682440,332708
62s-54u,690125,700431,321748
62s-54s,678031,708012,326261
62s-55u,539472,1154269,18563
62s-60u,560046,352576,799682
62s-60s,547922,425015,739367
62s-61u,560046,354874,797384
62s-61s,547922,427178,737204
62s-62u,122557,36970,1552777
62s-62s,122557,122557,1467190
63u-00u,815525,852804,43975
63u-10u,854560,544238,313506
63u-10s,815276,607924,289104
63u-11u,812021,863436,36847
63u-20u,840944,542437,328923
63u-20s,803313,605796,303195
63u-21u,823899,559494,328911
63u-21s,787474,621647,303183
63u-22u,787617,894386,30301
63u-30u,609055,396954,706295
63u-30s,588169,465818,658317
63u-31u,607651,399252,705401
63u-31s,586523,468358,657423
